9.484428624131943764e+01,5.901110717061151689e+01,1.670000000000000000e+02,8.662234743923610836e+01,4.240024785914944516e+01
9.867460937500000284e+01,6.444384364199852655e+01,1.670000000000000000e+02,1.253505221354166679e+02,4.069646380646159400e+01
1.177109034288194493e+02,6.672159556607289232e+01,1.670000000000000000e+02,1.092103782552083402e+02,4.336194871360685710e+01
9.336611588541666151e+01,5.123890507827284324e+01,1.117000000000000000e+03,7.398361697048611063e+01,3.505309572645193583e+01
1.130521801215277833e+02,4.413405854427039543e+01,1.117000000000000000e+03,1.075818791232638887e+02,3.461919322137298138e+01
1.005521351996527812e+02,4.619524579627109517e+01,1.117000000000000000e+03,1.045244427083333392e+02,3.873330701423350320e+01
7.049501497395833383e+01,4.017525044294045955e+01,2.070000000000000000e+03,1.105607534722222169e+02,5.955348091755474371e+01
8.813274479166666708e+01,3.316711231511960278e+01,2.070000000000000000e+03,1.090247499999999974e+02,6.358529442372181961e+01
8.297741883680555475e+01,3.540767311772835058e+01,2.070000000000000000e+03,1.237597092013888869e+02,6.323753803315949540e+01
1.070823943142361117e+02,5.958861020504082973e+01,2.239000000000000000e+03,5.937282031249999648e+01,3.825632614689554600e+01
1.064390633680555567e+02,6.356230216707832170e+01,2.239000000000000000e+03,1.063844205729166674e+02,3.524750200945383938e+01
1.226799743923611175e+02,6.384564215338826898e+01,2.239000000000000000e+03,9.069083159722222831e+01,3.860994464498753587e+01
8.695637673611111040e+01,4.415850573931258083e+01,3.041000000000000000e+03,5.680153103298611228e+01,3.662530038805569887e+01
1.183362775607638895e+02,4.140559594449095471e+01,3.041000000000000000e+03,9.211617621527777544e+01,3.165588239553243710e+01
1.028538498263888954e+02,4.358720142895160876e+01,3.041000000000000000e+03,8.704067816840277771e+01,3.457425463189121473e+01
7.076932552083333405e+01,3.768950164271648617e+01,3.726000000000000000e+03,9.010432790798611791e+01,6.027822023103038163e+01
9.340027864583333894e+01,3.338153957090273849e+01,3.726000000000000000e+03,9.384682269965277612e+01,6.446767153555643404e+01
8.441819900173611302e+01,3.504429779191799810e+01,3.726000000000000000e+03,1.147940915798611172e+02,6.690035419352459201e+01
8.949749804687499477e+01,6.036412381395952309e+01,3.896000000000000000e+03,5.556025065104166316e+01,3.619704558997020882e+01
9.337152799479166276e+01,6.427015521100487661e+01,3.896000000000000000e+03,1.016570203993055515e+02,3.666737034093394243e+01
1.142137393663194445e+02,6.656013349136102875e+01,3.896000000000000000e+03,8.528480164930554963e+01,3.996870127483432356e+01
7.685936848958333201e+01,5.062104689333171592e+01,4.540000000000000000e+03,6.199340473090277470e+01,3.834007903894428892e+01
1.126981067708333342e+02,4.194293114329730088e+01,4.540000000000000000e+03,9.709781271701389471e+01,3.276386877928080565e+01
1.058789290364583309e+02,4.571387269428110756e+01,4.540000000000000000e+03,9.134323828124999523e+01,3.582516355485746118e+01
7.239227994791666276e+01,3.733338612163444026e+01,5.213000000000000000e+03,8.867839539930555759e+01,6.103276302168098510e+01
1.108252814670138946e+02,3.009605496460450169e+01,5.213000000000000000e+03,9.248298198784722501e+01,6.469417863648754974e+01
1.042733821614583292e+02,3.405498961923738932e+01,5.213000000000000000e+03,1.137275110677083347e+02,6.667142355749436433e+01
8.944830881076389062e+01,6.100296799388225821e+01,5.335000000000000000e+03,6.051888606770832979e+01,3.781154550104449186e+01
9.324522157118055077e+01,6.463044026519045815e+01,5.335000000000000000e+03,1.108870679253472247e+02,3.382581137573381369e+01
1.147164774305555568e+02,6.648687030292757072e+01,5.335000000000000000e+03,9.394286675347221660e+01,3.735211413923731527e+01
5.575009309895833098e+01,3.842689082771214260e+01,6.561000000000000000e+03,8.663916710069445060e+01,6.142878126123211757e+01
8.480650759548611006e+01,3.345796055163053495e+01,6.561000000000000000e+03,9.087032834201389164e+01,6.554654416828714147e+01
8.124161328124999670e+01,3.703572034341519981e+01,6.561000000000000000e+03,1.121145117187499949e+02,6.798640152914579460e+01
8.689094422743055190e+01,6.158297813897281969e+01,6.713000000000000000e+03,6.144530750868055691e+01,3.801050066285781526e+01
9.120172309027778113e+01,6.567880330869472516e+01,6.713000000000000000e+03,1.128035182291666700e+02,3.210558297682484863e+01
1.125361256510416723e+02,6.800517254356748253e+01,6.713000000000000000e+03,9.580800542534721842e+01,3.598402344079686799e+01
5.934828211805555753e+01,4.120198796149814058e+01,7.438000000000000000e+03,5.636993489583333172e+01,3.832574689076973584e+01
1.077754548611111147e+02,3.173956445631280587e+01,7.438000000000000000e+03,8.639259830729166367e+01,3.346653545995424395e+01
9.295869032118055486e+01,3.607214431353860107e+01,7.438000000000000000e+03,8.241372743055555361e+01,3.682578093780465167e+01
5.937035590277777430e+01,2.740480428459225593e+01,8.223000000000000000e+03,8.725538867187499648e+01,6.220974333091361785e+01
1.014050742187500020e+02,2.267487425005431234e+01,8.223000000000000000e+03,9.170379492187500148e+01,6.649702504643084922e+01
9.180413042534722479e+01,2.498919087326258648e+01,8.223000000000000000e+03,1.127025371093750010e+02,6.883447725595996758e+01
8.768809635416666026e+01,6.233952557718605192e+01,8.333000000000000000e+03,6.294070355902777436e+01,3.874186285519989070e+01
9.210163736979166060e+01,6.659708998814036818e+01,8.333000000000000000e+03,1.106873977864583338e+02,3.928383372507160942e+01
1.131689635416666704e+02,6.883277101655949082e+01,8.333000000000000000e+03,9.184704448784722786e+01,4.319646361154572389e+01
7.420562847222221592e+01,5.357487634066477966e+01,9.079000000000000000e+03,5.524290169270833672e+01,3.634231603446021097e+01
9.656989236111111552e+01,5.471983417961589424e+01,9.079000000000000000e+03,8.605692209201389176e+01,3.121080646529309632e+01
9.509400325520833519e+01,5.008975401658336324e+01,9.079000000000000000e+03,8.071106249999999704e+01,3.444140833361837650e+01
6.938417664930555873e+01,3.896253561186182424e+01,9.917000000000000000e+03,1.001013088107638822e+02,6.322958388266137320e+01
9.598690407986110529e+01,3.425033035916811741e+01,9.917000000000000000e+03,9.710393988715277658e+01,6.569485880005021272e+01
9.073781445312499727e+01,3.662771922756944321e+01,9.917000000000000000e+03,1.137843665364583359e+02,6.503735168325619043e+01
1.017377282986111169e+02,6.348430312343785431e+01,1.004800000000000000e+04,7.005536089409721967e+01,4.732692690715533246e+01
9.852726497395833860e+01,6.602503287913336294e+01,1.004800000000000000e+04,1.140568023003472291e+02,4.100131756352296009e+01
1.156645874565972179e+02,6.534491655951917721e+01,1.004800000000000000e+04,1.011517432725694476e+02,4.584892824437723391e+01
7.620128016493055156e+01,5.564998106704277347e+01,1.063900000000000000e+04,5.665740690104166788e+01,4.035152720538698645e+01
9.131897243923610574e+01,5.614277947657716794e+01,1.063900000000000000e+04,8.992834613715277214e+01,3.558420065131485899e+01
8.818180295138888880e+01,5.759647877597839738e+01,1.063900000000000000e+04,8.172794032118055441e+01,3.973744294452032477e+01
7.534573307291667277e+01,4.466081853405594870e+01,1.111200000000000000e+04,9.130980403645833121e+01,6.272534726257583770e+01
8.651809179687499807e+01,3.906213583091684427e+01,1.111200000000000000e+04,9.311810221354166117e+01,6.712834535426027571e+01
8.580482703993055793e+01,3.748795181695832923e+01,1.111200000000000000e+04,1.135371742621527744e+02,6.859355599834323414e+01
9.003691037326389335e+01,6.254716406408380180e+01,1.128100000000000000e+04,5.588036935763889090e+01,4.588429932108029874e+01
