9.257433224826388596e+01,6.685011307030086414e+01,1.128100000000000000e+04,1.017349509548611053e+02,3.822546065542758242e+01
1.133036775173611090e+02,6.849044488380928897e+01,1.128100000000000000e+04,9.230041037326388675e+01,4.088456999023535587e+01
6.638234505208333758e+01,5.399701682237645883e+01,1.174700000000000000e+04,5.058834223090277504e+01,3.836706592552486939e+01
9.795042317708333712e+01,5.115337500442652185e+01,1.174700000000000000e+04,8.588574913194445060e+01,3.539545924051259362e+01
1.006480095486111139e+02,4.973048450229739359e+01,1.174700000000000000e+04,7.968846115451388812e+01,3.944170501350576075e+01
5.558901171875000102e+01,4.124928282841252525e+01,1.234400000000000000e+04,8.695936805555555793e+01,6.221200200306304140e+01
8.004910091145833917e+01,4.063729847917507243e+01,1.234400000000000000e+04,9.085009092881944071e+01,6.665864088842165813e+01
9.189407964409721785e+01,3.937233015443287343e+01,1.234400000000000000e+04,1.126103055555555557e+02,6.868592238452421839e+01
8.667746657986111813e+01,6.219413484264278225e+01,1.251300000000000000e+04,6.207924522569444292e+01,4.448836393653694188e+01
9.046884852430555668e+01,6.636219507345657576e+01,1.251300000000000000e+04,1.095011132812499994e+02,4.063598162548623094e+01
1.121421864149305492e+02,6.835080077048193914e+01,1.251300000000000000e+04,9.776395703125000125e+01,4.507609330672705283e+01
7.669307356770833906e+01,5.536728848778683698e+01,1.320200000000000000e+04,5.182683072916666589e+01,3.737701845962859437e+01
1.023294233940972191e+02,5.542849387395808236e+01,1.320200000000000000e+04,8.806761024305555452e+01,3.407146572933589113e+01
9.654143901909722558e+01,5.786170330962464448e+01,1.320200000000000000e+04,8.158869552951388471e+01,3.809750113509362279e+01
6.891784223090277806e+01,4.420648927357135705e+01,1.404200000000000000e+04,8.858588107638888687e+01,6.161541484967025895e+01
8.357145030381944650e+01,3.637725011978907474e+01,1.404200000000000000e+04,9.317427756076388334e+01,6.593986245067627294e+01
8.221335850694444503e+01,3.545035384199309902e+01,1.404200000000000000e+04,1.151172486979166649e+02,6.812286557028212997e+01
8.887491992187500500e+01,6.215621730754480723e+01,1.421300000000000000e+04,5.045659309895833644e+01,3.604117335222078822e+01
9.295001041666667163e+01,6.626375878289796617e+01,1.421300000000000000e+04,9.527117664930555918e+01,3.984555485166039546e+01
1.150634396701388908e+02,6.840327689893533147e+01,1.421300000000000000e+04,7.713447851562500546e+01,4.251496071890312578e+01
6.128038780381944406e+01,4.203279448418763309e+01,1.491000000000000000e+04,4.634380750868055543e+01,3.743939116211271312e+01
1.070989555121527843e+02,4.181033892587508660e+01,1.491000000000000000e+04,7.801667730034722581e+01,3.417794278917244100e+01
9.131576584201388869e+01,4.684992722091350714e+01,1.491000000000000000e+04,7.179323763020833837e+01,3.856295885362528253e+01
5.820381705729166555e+01,3.036481658808985529e+01,1.569400000000000000e+04,8.736722786458332735e+01,6.228961993946033004e+01
9.962985655381945094e+01,2.729544942202691260e+01,1.569400000000000000e+04,9.130020312499999591e+01,6.645534248463708593e+01
9.157101953125000193e+01,3.050529212643663612e+01,1.569400000000000000e+04,1.131279218749999984e+02,6.856221085643075241e+01
8.745656076388888778e+01,6.200330419842437379e+01,1.586500000000000000e+04,6.116464496527778039e+01,4.324591857774132109e+01
9.143671788194444616e+01,6.602526704352412423e+01,1.586500000000000000e+04,1.045269275173611163e+02,4.503866505565650868e+01
1.134303235677083279e+02,6.795459616528117408e+01,1.586500000000000000e+04,8.716891796874999443e+01,5.112428754988886936e+01
5.819235677083333513e+01,3.622581323972808320e+01,1.636600000000000000e+04,4.480340928819444457e+01,3.509944969063030129e+01
1.072519513888888838e+02,3.821347844099168611e+01,1.636600000000000000e+04,7.611126866319445128e+01,3.461486835843941634e+01
8.703300694444443764e+01,4.261273141237914075e+01,1.636600000000000000e+04,6.886781835937499352e+01,3.868499740628976724e+01
4.564421397569444139e+01,3.601187495942282624e+01,1.684200000000000000e+04,8.629984418402777635e+01,6.172460499072021634e+01
7.579860221354167038e+01,3.274963338560721837e+01,1.684200000000000000e+04,9.028912890624999932e+01,6.585051703450537275e+01
7.098938107638889505e+01,3.733202162523951273e+01,1.684200000000000000e+04,1.125213383246527741e+02,6.793278202189959813e+01
8.792713519965278124e+01,6.012151669325147196e+01,1.701100000000000000e+04,5.303494921875000045e+01,3.613251782107501242e+01
9.186241102430555827e+01,6.401056975709504115e+01,1.701100000000000000e+04,9.808045160590278044e+01,4.044782149180849729e+01
1.140616473524305547e+02,6.617871790962132650e+01,1.701100000000000000e+04,7.938909809027778408e+01,4.383813706233741669e+01
